name,url,description,test_type,remote_testing,adaptive_irt,duration_minutes,skills_covered,skill_domains,assessment_category,job_roles,seniority_levels,assessment_focus,keywords
Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",K,Yes,No,5.0,"[""Biophysical Techniques"", ""Bio-processing"", ""Chromatography""]","[""Biology"", ""Chemistry""]",Technical,"[""Research Scientist"", ""Lab Technician""]","[""Mid-level"", ""Senior""]",Knowledge of biotech lab techniques,"[""Biotech"", ""Lab Techniques"", ""Chromatography"", ""Bio-processing"", ""Biophysical Techniques""]"
BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",K,Yes,No,16.0,"[""BizTalk architecture"", ""pipelines"", ""adapters"", ""business process techniques"", ""BizTalk administration""]","[""Software Development"", ""Integration""]",Technical,"[""Software Developer"", ""Integration Specialist""]","[""Junior"", ""Mid-level""]",Knowledge of BizTalk,"[""BizTalk"", ""architecture"", ""pipelines"", ""adapters"", ""business process"", ""administration"", ""integration"", ""software development""]"
Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",K,Yes,Yes,24.0,"[""Electronic Communication"", ""Employment Communication"", ""Listening"", ""Meetings"", ""Nonverbal Communication"", ""Verbal Communication"", ""Written Communication""]","[""Communication"", ""Interpersonal Skills""]",Behavioral,"[""Business Professional"", ""Manager""]","[""Mid-level"", ""Senior""]",Effective Communication,"[""communication"", ""electronic"", ""employment"", ""listening"", ""meetings"", ""nonverbal"", ""verbal"", ""written""]"
Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,"This test measures the candidate's knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",K,Yes,No,35.0,"[""Electronic Communication"", ""Employment Communication"", ""Listening"", ""Meetings"", ""Nonverbal Communication"", ""Verbal Communication"", ""Written Communication""]","[""Communication"", ""Interpersonal Skills""]",Behavioral,"[""Business Professional"", ""Manager""]","[""Mid-level"", ""Senior""]",Effective Communication,"[""communication"", ""electronic"", ""employment"", ""listening"", ""meetings"", ""nonverbal"", ""verbal"", ""written""]"
C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",K,Yes,No,10.0,"[""C programming basics"", ""functions"", ""arrays"", ""composed data types"", ""SLF"", ""file handling"", ""dynamic memory""]","[""Programming"", ""Software Development""]",Technical,"[""Software Engineer"", ""Programmer""]","[""Junior"", ""Mid-level""]",Programming knowledge,"[""C programming"", ""multi-choice test"", ""programming basics""]"
C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",K,Yes,No,9.0,"[""C# programming structure"", ""functions"", ""collections"", ""enumeration"", ""exception handling"", ""OOPs constructs"", ""inheritance"", ""event handling"", ""operator overloading""]","[""Programming"", ""Software Development""]",Technical,"[""Software Engineer"", ""Programmer""]","[""Junior"", ""Mid-level""]",Programming knowledge,"[""C# programming"", ""multi-choice test"", ""programming structure""]"
C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,K,Yes,No,10.0,"[""C++ programming"", ""C++ standard library""]","[""Programming"", ""Software Development""]",Technical,"[""Software Engineer"", ""Programmer""]","[""Junior"", ""Mid-level""]",Programming knowledge,"[""C++ programming"", ""multi-choice test""]"
Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.",K,Yes,No,4.0,"[""Cardiology"", ""Diabetes Management""]","[""Healthcare"", ""Medicine""]",Technical,"[""Cardiologist"", ""Diabetologist""]","[""Mid-level"", ""Senior""]",Knowledge,"[""Cardiovascular diseases"", ""Diabetes"", ""Diagnostic tests""]"
Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",K,Yes,No,12.0,"[""Ceramic Materials"", ""Ceramic Production"", ""Thermodynamics""]","[""Materials Science"", ""Engineering""]",Technical,"[""Ceramic Engineer"", ""Materials Scientist""]","[""Junior"", ""Mid-level""]",Knowledge,"[""Ceramic materials"", ""Ceramic production"", ""Thermodynamics""]"
Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.",K,Yes,No,13.0,"[""Transport Phenomena"", ""Chemical Process Engineering"", ""Stoichiometry"", ""Process Calculations""]","[""Chemical Engineering"", ""Process Engineering""]",Technical,"[""Chemical Engineer"", ""Process Engineer""]","[""Mid-level"", ""Senior""]",Knowledge,"[""Transport phenomena"", ""Chemical process engineering"", ""Stoichiometry"", ""Process calculations""]"
Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.",K,Yes,No,9.0,"[""application analytics"", ""performance management"", ""AppDynamics essentials"", ""controller UI"", ""custom dashboard"", ""reports"", ""monitoring"", ""application performance monitoring"", ""application analytics tools"", ""performance metrics""]","[""IT"", ""Software Development"", ""Cloud Computing""]",Technical,"[""Software Engineer"", ""DevOps Engineer"", ""Cloud Engineer""]","[""Junior"", ""Mid-level"", ""Senior""]","Knowledge of application analytics, performance management, and AppDynamics essentials","[""AppDynamics"", ""application analytics"", ""performance management"", ""cloud computing"", ""IT"", ""software development""]"
Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",K,Yes,No,10.0,"[""structural engineering"", ""transportation engineering"", ""surveying"", ""geotechnical engineering"", ""water resources engineering"", ""civil engineering principles"", ""building design"", ""construction methods"", ""materials science"", ""engineering mathematics""]","[""Engineering"", ""Civil Engineering"", ""Architecture""]",Technical,"[""Civil Engineer"", ""Structural Engineer"", ""Architect""]","[""Junior"", ""Mid-level"", ""Senior""]","Knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering","[""civil engineering"", ""structural engineering"", ""transportation engineering"", ""surveying"", ""geotechnical engineering""]"
Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",K,Yes,No,8.0,"[""cloud computing concepts"", ""cloud service models"", ""virtualization"", ""private clouds"", ""cloud security"", ""cloud storage"", ""cloud computing platforms"", ""cloud migration"", ""cloud cost management"", ""cloud scalability""]","[""IT"", ""Cloud Computing"", ""Software Development""]",Technical,"[""Cloud Engineer"", ""DevOps Engineer"", ""Software Engineer""]","[""Junior"", ""Mid-level"", ""Senior""]","Knowledge of cloud computing concepts, cloud service models, virtualization and private clouds","[""cloud computing"", ""cloud service models"", ""virtualization"", ""private clouds"", ""cloud security""]"
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",K,Yes,No,10.0,"[""COBOL programming""]","[""Programming""]",Technical,"[""Software Developer""]","[""Junior""]",Programming fundamentals,"[""COBOL"", ""programming""]"
Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",K,Yes,No,12.0,"[""Operating System"", ""Computer Architecture"", ""DBMS"", ""Computer Networks"", ""Communication""]","[""Computer Science""]",Technical,"[""Software Engineer""]","[""Mid-level""]",Computer Science basics,"[""Operating System"", ""Computer Architecture"", ""DBMS"", ""Computer Networks"", ""Communication""]"
Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,S,Yes,No,15.0,"[""Customer Service"", ""Typing"", ""Documentation""]","[""Customer Service""]",Behavioral,"[""Customer Service Representative""]","[""Entry-level""]",Customer Service skills,"[""Customer Service"", ""Typing"", ""Documentation""]"
Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",S,Yes,No,11.0,"[""communication"", ""problem-solving"", ""time-management"", ""customer-service"", ""standard-process""]","[""Customer Service"", ""Communication"", ""Problem Solving""]",Technical,"[""Customer Support Agent"", ""Chat Support Specialist""]","[""Junior"", ""Mid-level""]",Technical skills,"[""multichat"", ""simulation"", ""customer-concerns"", ""standard-process"", ""real-job-setting""]"
Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.",K,Yes,No,13.0,"[""java"", ""oop"", ""exception-handling"", ""generics"", ""concurrency""]","[""Programming"", ""Software Development""]",Technical,"[""Software Developer"", ""Java Developer""]","[""Mid-level"", ""Senior""]",Technical skills,"[""core-java"", ""advanced-java"", ""generics"", ""collections"", ""threads""]"
Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.",K,Yes,No,13.0,"[""java"", ""oop"", ""file-handling"", ""exception-handling"", ""threads""]","[""Programming"", ""Software Development""]",Technical,"[""Software Developer"", ""Java Developer""]","[""Junior"", ""Mid-level""]",Technical skills,"[""core-java"", ""entry-level"", ""oop-concepts"", ""file-handling"", ""exception-handling""]"
